Campaign,Ad group,Keyword,Match type,Max CPC,Status,Final URL,Labels
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè cho trẻ em cần giuộc""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè tiểu học long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""lớp hè cho học sinh cần giuộc""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè bán trú long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""khóa hè cho bé long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""chỗ giữ trẻ hè long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trường hè long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè cho con gần khu cần giuộc""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""khóa hè tiếng anh long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè mầm non cần giuộc""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè nhân lễ""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè thái sơn cần giuộc""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè KDC long hậu""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè cần giuộc 2026""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""khóa hè tiểu học cần giuộc""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè trường quốc tế long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè lãnh đạo long an""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè kỹ năng sống cần giuộc""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Phrase,"""trại hè bán trú cần giuộc""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier2;Phrase
Search_CanGiuoc_LionCamp2026,CG_TH_Exact,[trại hè cần giuộc],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier1;Exact
Search_CanGiuoc_LionCamp2026,CG_TH_Exact,[trại hè long an],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier1;Exact
Search_CanGiuoc_LionCamp2026,CG_TH_Exact,[trại hè tiểu học cần giuộc],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier1;Exact
Search_CanGiuoc_LionCamp2026,CG_TH_Exact,[khóa hè cần giuộc],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier1;Exact
Search_CanGiuoc_LionCamp2026,CG_TH_Exact,[trại hè bán trú cần giuộc],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier1;Exact
Search_CanGiuoc_LionCamp2026,CG_TH_Exact,[lion camp cần giuộc],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier1;Exact
Search_CanGiuoc_LionCamp2026,CG_TH_Exact,[trại hè trường việt anh cần giuộc],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Tier1;Exact
Search_CanGiuoc_LionCamp2026,CG_Brand_Local,"""trường việt anh cần giuộc""",Phrase,"5,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Brand
Search_CanGiuoc_LionCamp2026,CG_Brand_Local,"""lion camp cần giuộc""",Phrase,"5,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Brand
Search_CanGiuoc_LionCamp2026,CG_Brand_Local,"""trường việt anh long an""",Phrase,"5,000",Enabled,https://truongvietanh.com/sales-tinh-can-giuoc,Brand
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè kiên giang""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè tiểu học rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""lớp hè rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè bán trú kiên giang""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""khóa hè cho bé rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""chỗ giữ trẻ hè rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trường hè rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè KĐT Tây Bắc rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""khóa hè tiếng anh rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè mekong xanh""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè kiên giang 2026""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""khóa hè tiểu học kiên giang""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè lãnh đạo kiên giang""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè trường quốc tế kiên giang""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè anh ngữ rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè kỹ năng sống rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Phrase,"""trại hè mầm non rạch giá""",Phrase,"8,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier2;Phrase
Search_RachGia_LionCamp2026,RG_TH_Exact,[trại hè rạch giá],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier1;Exact
Search_RachGia_LionCamp2026,RG_TH_Exact,[trại hè kiên giang],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier1;Exact
Search_RachGia_LionCamp2026,RG_TH_Exact,[trại hè tiểu học rạch giá],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier1;Exact
Search_RachGia_LionCamp2026,RG_TH_Exact,[khóa hè rạch giá],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier1;Exact
Search_RachGia_LionCamp2026,RG_TH_Exact,[trại hè bán trú rạch giá],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier1;Exact
Search_RachGia_LionCamp2026,RG_TH_Exact,[lion camp rạch giá],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier1;Exact
Search_RachGia_LionCamp2026,RG_TH_Exact,[trại hè trường việt anh rạch giá],Exact,"10,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Tier1;Exact
Search_RachGia_LionCamp2026,RG_Brand_Local,"""trường việt anh rạch giá""",Phrase,"5,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Brand
Search_RachGia_LionCamp2026,RG_Brand_Local,"""lion camp rạch giá""",Phrase,"5,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Brand
Search_RachGia_LionCamp2026,RG_Brand_Local,"""trường việt anh kiên giang""",Phrase,"5,000",Enabled,https://truongvietanh.com/sales-tinh-rach-gia,Brand
